l_ukrainian:
 AI_CITY_STATE_NAME:0 "Місто $PROVINCE$"
 central_african.16.d:0 "Нтаре I Камбрантама був легендарним королем і засновником Бурунді, нащадком давнього клану Нтверо, а також першим мвамі першого циклу королів Бурунді. Зараз цикл починається знову, і до влади приходить Нтаре III Ківіміра Савуімба Семунганзашамба Рушатсі Камбрантама. \nЯк один з перших королів, він покладе початок новій ері для всіх кланів Бурунді."
 central_african.16.a:0 "Він – гідний [Root.GetAdjective]ий [Root.Monarch.GetTitle]."
 central_african.16.b:0 "[Root.Monarch.GetTitle] [Root.Monarch.GetName] отримає прекрасного радника."
 central_african.17.t:0 "Батембузі з Кітари"
 central_african.17.d:0 "Задовго до нашого правління, практично на початку часів, уздовж Великих озер розташовувалася імперія Кітара під владою династії Батембузі. Династію Бетамбузі заснував ніхто інший як Руахнга, творець, і його нащадки володіли божественною силою. Багато королівства оголошували себе спадкоємцями стародавньої Кітари, і якщо ми простежимо династію нашого правителя досить далеко в минуле, то зуміємо знайти сліди тієї божественної крові."
 central_african.17.a:0 "[Root.Monarch.GetName] править державою $COUNTRY$, користуючись авторитетом Батембузі."
 central_african.17.b:0 "Нехай всі сусіди знають, що [Root.Monarch.GetName] має таку спадщину."
 central_african.17.c:0 "Ми поновимо кордони старої Кітари!"
 central_african.18.t:0 "Видатний Катікіро"
 central_african.18.d:0 "Управляти вождівством – нелегке завдання, і в королівств $COUNTRY$, кожен [Root.Monarch.GetTitle] править з допомоги Катікіро. В нинішнього Катікіро сотні чудових ідей і не менше планів для їхньої реалізації.\n[Root.Monarch.GetTitle] благословенний, маючи настільки талановитого міністра у себе на службі."
 central_african.18.a:0 "Катікіро слід працювати з васальними племенами."
 central_african.18.b:0 "Катікіро слід працювати з нашими сусідами."
 central_african.19.t:0 "Катерега узурпує трон"
 central_african.19.d:0 "Ходять чутки про чаклунство. А як ще міг [Root.Monarch.GetTitle] настільки раптово померти? Особливо, що для Катерегі це найкращий момент заявити про свої права на спадкування, нехай навіть він і був середньою дитиною третьої дружини правителя [Root.Monarch.GetTitle]. \nПроте, Катерега готовий зійти на престол."
 central_african.19.a:0 "Він по праву справжній [Root.Monarch.GetTitle] держави $COUNTRY$."
 central_african.19.b:0 "Цей злий чоловік не повинен правити країною $COUNTRY$!"
 central_african.20.t:0 "Діти Катерегі"
 central_african.20.d:0 "Катерега став батьком багатьох дітей, яким належить поширювати владу його клану в цих землях. Маючи настільки багато дітей від стількох дружин, Катерега ретельно вибирав собі спадкоємця."
 central_african.20.a:0 "Старший, народжений від першої дружини."
 central_african.20.b:0 "Старший з синів другої дружини."
 central_african.20.c:0 "Наймолодший син п'ятої дружини."
 central_african.21.t:0 "Кінець Катерегі"
 central_african.21.d:0 "Люди бачили чаклунство у всіх його вчинках, і, можливо, саме покарання духів призвело Катерегу до такого кінця. Смертоносна багатоніжка з отруйним жалом вилізла по його нозі і встромила свою зброю в його стегна, що дали сім'я для настільки багатьох дітей. \nДеякі вважають це відповідним кінцем, інші бачать в цьому трагедію."
 central_african.21.a:0 "Він покинув світ, кричачи голосніше, ніж будь приходив до нього."
 alert_corruption_growing_instant:0 "§YЗростання корупції§!"
 alert_corruption_growing_delayed:0 "Залишена без контролю, корупція може знищити вашу державу."
 alert_corruption_high_instant:0 "§YРівень вашої корупції дуже великий§!"
 alert_corruption_high_delayed:0 "Відмінними рисами вашої держави є хабарництво та обман. Ви зобов'язані викорінити це!"
 corruption_event.1.t:0 "Чесні [Root.GetAdjective]і торговці"
 corruption_event.1.d:0 "У той час як багато торговців обманюють як своїх співгромадян, так і іноземців, в порівнянні з ними [Root.GetAdjective]і купці славляться своєю порядністю. І хоча вони можуть час від часу укладати угоди, які приносять їм вигоду на шкоду інтересам торгових партнерів, вони рідко брешуть або беруть хабарі. І це дає нам пріоритет в міжнародній торгівлі."
 corruption_event.1.a:0 "В нас найкращі пропозиції, навіщо нам брехати?"
 corruption_event.2.t:0 "Довіряй своєму ближньому"
 corruption_event.2.d:0 "Незважаючи на те, що громадян заохочують виявляти довіру до домовленостей, реальність у багатьох країнах така, що люди не можуть собі дозволити так ризикувати. [Root.GetName], однак, зовсім інший випадок. Ми успішно винищили корупцію на стількох рівнях суспільства, що народ не тільки не дає хабара при зверненні до державних службовців, а й загалом довіряють один одному. Це взаємна довіра є тією самою матерією, з якої виткане суспільство, і наша країна є тому яскравим прикладом."
 corruption_event.2.a:0 "Все так, як нас вчить [Root.Religion.GetName]."
 corruption_event.3.t:0 "Cкрупульозні дослідники"
 corruption_event.3.d:0 "Освітні установи теж схильні до корупції, і доходи від зловживання своїм впливом можуть стати серйозною перешкодою в створенні обстановки, ідеальної для досліджень. Однак, [Root.GetAdjective]і вчені стоять вище цього, ставлячи справжні досягнення розуму над титулами і фінансами. Низький рівень корупції в суспільстві дозволяє нам досліджувати і винаходити без перешкод з боку егоїстичних інтересів."
 corruption_event.3.a:0 "Пошук знань повинен цінуватися сам по собі."
 corruption_event.4.t:0 "Гідні люди"
 corruption_event.4.d:0 "Небагато знайдеться в світі держав, які б не цінували честь і справедливість, однак, куди менше тих, хто дійсно живе за цими ідеалами. Відсутність масштабної та побутової корупції зробило державу [Root.GetName] однім із цих унікальних місць, що дійсно ставлять принципи вище особистої вигоди. Навіть закордоном [Root.GetAdjective]і емігранти користуються повагою за свою чесність, оскільки наш народ відомий своєю обов'язковістю та відразою до хабарів. Хто ще може заявити, що живе відповідно цим ідеалам?"
 corruption_event.4.a:0 "Воістину не всі."
 corruption_event.5.t:0 "Непідкупні"
 corruption_event.5.d:0 "Чи не кожен з тих, хто допомагає ворогам, розуміє справжню природу свого злочину. Шпигуни можуть бути віддані ворожій країні, але багатьма з їхніх інформаторів є люди, яким просто платять, щоб вони розкривали секрети, про які їм варто було б мовчати, не усвідомлюючи, хто використовує їх у своїх цілях. Однак, в державі [Root.GetName] корупція була винищена на корені. Шпигуни, нещодавно намагалися пробратися в нашу адміністрацію за допомогою хабарів і здирства, замість допомоги з боку службовців були передані тими в наші руки."
 corruption_event.5.a:0 "Смерть шпигунам!"
 corruption_event.6.t:0 "Корумпований податківець"
 corruption_event.6.d:0 "Люди, які оперують великими сумами грошей, завжди піддаються спокусі взяти собі більше, ніж треба, і податківці не виняток. Однак, в той час, як ми готові миритися з втратою частини грошей у процесі, впливові громадяни з'ясували, що хороший хабар збирачеві податків дозволить їм платити менше. На даний момент цю схему активно підтримують деякі з старших податківців, які мріють про комфортне життя після відставки. Хоч це обійдеться нам дорого, ми могли б не витрачати свій час і сили на ретельне розслідування і просто дочекатися їхнього відходу."
 corruption_event.6.a:0 "Провести розслідування і негайно їх усунути."
 corruption_event.6.b:0 "Нехай дослужаться до відставки, в минулому вони непогано нам послужили."
 corruption_event.7.t:0 "Корумпований радник"
 corruption_event.7.d:1 "Держава [Root.GetName] може потерпати від корупції, але ми повинні принаймні переконатися, що близьке оточення [Root.Monarch.GetTitleOGO] гідне довіри. Судячи з усього, наша спроба зазнала невдачі, оскільки [Root.GetEventAdvisorName] – од[Root.GetEAEndYnNa] з радників [Root.Monarch.GetTitleOGO], як виявилося, бра[Root.GetEAEndVLa] хабарі й своїми порадами дія[Root.GetEAEndVLa] в інтересах людей, що мають і без того великий вплив у країні. Як нам відреагувати на подібну зраду?"
 corruption_event.7.a:0 "Публічно розкрити його брехню і підготувати все для страти."
 corruption_event.7.b:0 "По-тихому відправити його у відставку і залишити під домашнім арештом."
 corruption_event.7.c:0 "Вистачить і простої догани. Упереджена рада все одно залишається радою."
 corruption_event.8.t:0 "Хитрі контрабандисти"
 corruption_event.8.d:0 "Контрабандою можуть займатися навіть самі недалекі, з тією лише різницею, що їх спіймають. Куди більшу тривогу викликають ті люди, що обдаровані талантом і здатні точно визначити, кого підкупити і як збрехати, щоб уникнути затримання. І в міру того як контрабанда стає більш вигідною справою, їхнє число зростає.\n\nНещодавно ми вийшли на слід особливо розумної зграї контрабандистів, і схеми їхніх операцій не перестають нас дивувати. Як нам варто вчинити?"
 corruption_event.8.a:0 "Надіслати кращого з наших адміралів, щоб він вистежив співпрацюючих з контрабандистами."
 corruption_event.8.b:0 "Надіслати до них агента з пропозицією шпигувати на нас."
 corruption_event.8.c:0 "Не звертати на них уваги."
 corruption_event.9.t:0 "[culture_province.Culture.GetName]а діаспора не довіряє нам"
 corruption_event.9.d:0 "Можливо, [Root.GetName] і не є домівкою найзапекліших у світі брехунів і зрадників, але порівняно з окремими народами, наші піддані охочіше беруть хабарі та зловживають своїм становищем. Більшість [Root.Owner.GetAdjective]ого населення переностить ці труднощі, але, до свого безчестя, користуються й пов'язаними з цим вигодами.\n\nНаші [culture_province.Culture.GetName]і піддані в провінції [culture_province.GetName] бачить речі інакше. Вони нарікають на нинішній стан речей, вважаючи його логічним продовженням того, що при владі перебуває найбільш схильна до корупції [Root.Culture.GetName]а частина населення, а також стверджує, що вкраїні, де правитимуть представники їхнього народу, люди не страждають від подібних проблем. Деякі навіть пропонують відокремитися від нас."
 corruption_event.9.a:0 "Вибачитися за наші невдачі й пообіцяти виправитися."
 corruption_event.9.b:0 "Ігнорувати ці упередження."
 corruption_event.10.t:0 "Корумпований посол"
 corruption_event.10.d:0 "Наші представники в інших країнах повинні являти собою кращі риси нашого народу, але, на жаль, не завжди виходить саме так. Часом люди стають послами, тому що влада хоче тримати їх подалі і часом для цього є вагомі причини.\n\nЯк з'ясувалося, один такий посол провів своє добре оплачуване вигнання, додатково збагатившись за рахунок хабарів. Хоча це виставляє нас не в найкращому світлі перед місцевими, у посла залишилися зв'язки на батьківщині, тому ми не можемо просто так звільнити його із займаної посади."
 corruption_event.10.a:0 "Від нього занадто багато проблем. Позбудьтеся його."
 corruption_event.10.b:0 "Доведеться їм звикати."
 corruption_event.11.t:0 "'Зникнення' [trade_goods_province.GetTG_OGO]"
 corruption_event.11.d:1 "З постійним зростом корупції в державі [Root.GetName] все більше [trade_goods_province.GetTG_OGO] зникає з легального товарообігу й з'являється на чорному ринку. У той час як деякі в усьому звинувачують занадто суворі правила і високі мита, частина проблеми криється в тому, що чинити подібні злочини занадто легко. У ситуації коли мовчання легко купити, а секрети легко зберігати, подібні секрети дорого обходяться [Root.GetAdjective]ій державі."
 corruption_event.11.a:0 "Необхідно відновити контроль на оборотом [trade_goods_province.GetTG_OGO]."
 corruption_event.12.t:0 "Корумповані генерали"
 corruption_event.12.d:0 "Військовий досвід і вміння повинні бути головними, якщо не єдиними, параметрами, які визначатимуть просування по службі в [Root.GetAdjective]ій армії. Зі зростанням корумпованості суспільства реальність все більше віддаляється від цих ідеалів. Стан речей такий, що генеральське звання дає престиж, тож люди з грошима і зв'язками в суспільстві не соромляться використовувати їх для отримання звань. І їм це вдається, оскільки на просування по службі дуже легко впливати подібними інструментами.\n\nЧас від часу наверх пробивається хтось, що дійсно заслужив звання, але багато світлих умів, які знаються на питаннях стратегії, ніколи не отримають шансу поставити свої вміння нам на службу."
 corruption_event.12.a:0 "Цей світ такий несправедливий."
 corruption_event.13.t:0 "Корумповані адмірали"
 corruption_event.13.d:0 "Ті, кому належить командувати кораблями в бою або відправитися на пошук нових земель, які [Root.Monarch.GetTitle] міг би оголосити своїми, повинні вибиратися з числа найхоробріших і наймудріших людей у флоті. Однак, в наш час це не так. З перших днів на кораблі моряки бачать, як гроші незаконно переходять з рук в руки, а порушення правил стає основним правилом. Вони швидко дізнаються, що буква і дух закону в державі [Root.GetName] мають мало ваги, коли на іншій шальці терезів лежить срібло.\n\nТі, хто не вчиться досить швидко, наживають собі ворогів. Для просування по службі на [Root.GetAdjective]ому флоті треба знати правила цієї гри, тож у підсумку нагору пробиваються зовсім не ті, кого би ми хотіли бачити."
 corruption_event.13.a:0 "Тож не дивно, що у нас трапляються заколоти."
 corruption_event.14.t:0 "Торговці нам не довіряють"
 corruption_event.14.d:0 "Кожен торговець намагається здійснювати операції, які принесуть йому прибуток, і багато хто готовий злегка спотворити правду в гонитві за прибутком. Це очікувано, проте торговці з країни [Root.GetName] закордоном мають репутацію людей, що не гидують брехнею і шахрайством. Корупція стала невід'ємною частиною нашого способу вести справи, що шокує іноземців і змушує торговців інших країн по можливості уникати нас.\n\nЗанадто пізно щось міняти в ситуації, що склалася. Шкоди вже завдано, але, можливо, ми могли б уникнути повторення, переборовши корупцію в нашому суспільстві."
 corruption_event.14.a:0 "Ми не безчесні, ми прагматичні!"
 corruption_event.15.t:0 "Держава не виконує свої функції"
 corruption_event.15.d:0 "Корумпована адміністрація піклується більше про інтереси чиновників, ніж про свої власні. Відповідно, як тільки починається криза, більшість чиновників намагаються не врятувати, що ще можна врятувати, а набити кишені, поки є можливість.\n\n[Root.GetName], можливо, і не стоїть на краю прірви, але загальна корумпованість, починаючи від простих писарів і закінчуючи урядовими чинами, є серйозною перешкодою у виконанні державою своїх обов'язків, що веде до дестабілізації країни. Така ситуація триває вже давно і ми дорого за це заплатили."
 corruption_event.15.a:0 "Це не повинно продовжуватись."
 corruption_event.16.t:0 "Найманці вимагають гроші в місцевих"
 corruption_event.16.d:1 "Під час війн солдати удачі частенько знаходять спосіб заробити трохи більше грошей, ніж їм заплатили, просто грабуючи землі, у яких воюють. Зазвичай це не доставляє нам проблем, адже вони все одно надіслані тероризувати противника, однак часом ця погана звичка приживається і завдає неприємностей навіть у мирний час. Деякі фермери та мандрівники з області [hired_mercs_victim_area.GetAreaName] скаржилися що [hired_merc_band.GetName], ватага найманців, розквартированих там, грабували їх і вимагали гроші, попри, а може і завдяки тому, що війни в цей момент немає.\n\nРозбиратися з найманцями, нехай навіть і найнятими нами, завжди складно. Навряд чи позивальники щось робитимуть, якщо ми спустимо справу на гальмах, але залишається відкритим питання – як подібні випадки вплинуть на суспільство, якщо ми дозволимо таке здирство й надалі."
 corruption_event.16.a:0 "Очистити лави найманців від розбійників."
 corruption_event.16.b:0 "Це ціна, яку платить їм наша країна."
 corruption_event.17.t:0 "Некомпетентний управлінець"
 corruption_event.17.d:0 "[Root.Monarch.GetName] не відрізняється особливими знаннями в управлінні країною. Добрий лідер в такому випадку призначає помічників, щоб компенсувати свої недоліки, і саме це було зроблено, але люди, що керують країною від [Root.Monarch.GetНerНis] імені виявилися швидше здатними, ніж чесними. Справи держави йдуть загалом непогано, але пріоритети потроху зміщуються в бік питань, які є важливими з точки зору благодійників цих незамінних членів адміністративного апарату.\n\n[Root.Monarch.GetName] не може вникнути в суть цих питань, а тому винних не можна так легко спіймати на гарячому або зняти з займаних посад. Поки що нам залишається просто терпіти наслідки."
 corruption_event.17.a:0 "Шкода, що здібності і чесність не завжди йдуть рука об руку."
 corruption_event.18.t:0 "Зловживання надрозширенням"
 corruption_event.18.d:0 "Стрімке розширення [Root.GetAdjective]их кордонів вельми вдало для нас, але воно несе собі нові виклики адміністрації. І, як відомо кожному, знайомому з мовою оптимістів, 'виклики' це лише милозвучна назва для проблем. Наша країна ще не повністю оговталася з новими придбаннями, і люди, котрі помітили сум'яття в адміністративному апараті і слабке виконання законів, прагнуть отримати свою вигоду обставинах, що склалися.\n\nЦе тимчасове беззаконня може рано чи пізно закінчитися, але тимчасова адміністрація заклала занадто вже неміцний фундамент. Будуть потрібні гроші і час, щоб суспільство забуло стан загальної недовіри, який зараз склався."
 corruption_event.18.a:0 "Нам доведеться щосили адаптуватися."
 corruption_event.19.t:0 "$TRADER$ та його зв'язки з корумпованою владою"
 corruption_event.19.d:0 "Ми намагаємося не допускати до влади безчесних людей, але ми не завжди можемо бути впевнені в благонадійності контактів та знайомств, завдяки яким вони займають свої пости. На жаль, $TRADER$ якраз є прикладом проблеми такого роду. Хоч $TRADER$ є особистістю обдарованою та представницькою, а от $TRADER_POSS_PRONOUN$ оточення залишає бажати кращого.\n\nНедавні розслідування виявили, що велика частина нашої відпрацьованої торгової мережі тримається на хабарах, контрабанді та інших сумнівних справах, тим самим підтримуючи поточний рівень ефективності. $TRADER$ твердить, що не має про це ані найменшого поняття, і швидше за все, так воно і є. Проте, якщо ми вирішимо розкрити ці злочини та покінчити з ними, відповідальність ляже на $TRADER_POSS_PRONOUN$ плечі."
 corruption_event.19.a:0 "Нездатність помічати брехню говорить про некомпетентність."
 corruption_event.19.b:0 "Раз все працює, нехай працює й надалі."
 corruption_event.20.t:0 "Хабарі стають загальноприйнятою практикою"
 corruption_event.20.d:0 "'Чим розумна людина відрізняється від дурня? Дурень не усвідомлює, що його дурять.'\n\nВельми поширений вираз серед жителів держави [Root.GetName], і все більш несприятливі зміни в суспільстві відмінно це відзеркалюють. Хабарництво відзначається природним продовженням ринкових відносин, коли за все доводиться платити. На тих же, хто відмовляється від хабарів, дивляться як на дурнів. Навіть більше, ніж дурні, адже вони свідомо відмовляються від запропонованих грошей. Наслідки подібного цинізму простежуються в тому, що будь-яка влада стає корумпованою, і ніхто, хто дотримується таких поглядів, не захищений від цього. Навіть [Root.Monarch.GetTitle]."
 corruption_event.20.a:0 "І все ж це лише слова."
 corrupt_ambassador:0 "Корумпований посол"
 trade_league.1.t:0 "Король гори"
 trade_league.1.d:0 "Солдати родом з певних країн доставляють проблеми в рядах армій Ліги, відмовляючись виконувати запити з боку міст, з жителями яких у них давня ворожнеча. Це переросло в неформальну боротьбу всередині війська, котра має на меті прості хвастощі та гординю. Такий хід подій може негативно позначитися на моралі військ."
 trade_league.1.a:0 "Нехай баламутів провчать батогом, публічно."
 trade_league.1.b:0 "Хлопчаки завжди залишаються хлопчаками."
 trade_league.2.t:0 "Багаті багатіють"
 trade_league.2.d:0 "Ми з'ясували, що деякі з найбільш успішних торговців уникають сплати мит та податків в Лігу, реєструючи власність на підпорядкованих їм капітанів або ведучи безконтрольну торгівлю з іншими державами. Хоча ми отримуємо від них достатньо грошей, вони подають поганий приклад, та багато менш щасливі торговці цілком можуть наслідувати їхній приклад, якщо не взяти ситуацію під контроль."
 trade_league.2.a:0 "Дамо цим титанам торгівлі трохи часу, ми не можемо ризикувати втратити їх."
 trade_league.2.b:0 "Перед законом усі рівні!"
 trade_league.3.t:0 "Секрет швидких подорожей"
 trade_league.3.d:0 "Наземні перевезення швидкопсувних товарів – це дуже ризикована справа, належна від шляхів, які ретельно охороняються. Від іноземного агента ви дізналися про розташування таємної стежки, яка дозволить на чверть скоротити час деяких перевезень. Це може піти на користь всієї торгівлі в регіоні, але може виявитися приголомшливою знахідкою для вас особисто, якщо ви не хочете ділитися цією інформацією."
 trade_league.3.a:0 "Суперництво народжує досконалість."
 trade_league.3.b:0 "Зайва турбота."
 trade_league.4.t:0 "Пірати чують здобич"
 trade_league.4.d:0 "З ростом наших прибутків почастішали рейди піратів та каперів. Необхідно вжити заходів, щоб стримати зростання морського розбою."
 trade_league.4.a:0 "Забезпечити додатковий ескорт."
 trade_league.4.b:0 "Витратити кошти, щоб вполювати цих мерзотників."
 trade_league.4.c:0 "Використовувати шпигуна, щоб потрапити в найбільшу з піратських організацій."
 trade_league.5.t:0 "Краще один пірат в руках, ніж десяток на шибениці?"
 trade_league.5.d:0 "Впійманий нами пірат готовий обміняти інформацію про свою злочинну організацію на помилування."
 trade_league.5.a:0 "Укласти угоду з ним та скористатися інформацією, щоб упіймати більшу рибу."
 trade_league.5.b:0 "Показати всім, яка доля судилася піратам!"
 trade_league.6.t:0 "Пірати для всіх"
 trade_league.6.d:0 "Завзяті дії нашого флоту принесли свої плоди. Ми загнали в кут та зловили найбільшу зграю морських розбійників, що заважали нашій торгівлі. І хоча традиційно за цим має слідувати повішення, існують й куди більш вигідні способи скористатися перемогою."
 trade_league.6.a:0 "Завербувати їх як капперів."
 trade_league.6.b:0 "Всі пірати повинні гойдатися на шибеницях!"
 trade_league.7.t:0 "Сире дерево"
 trade_league.7.d:0 "Заповзятливий торговець пропонує на продаж величезну кількість необробленої деревини за дуже низькою ціною. Ми могли б використовувати ці матеріали для будівництва кораблів, проте є сумніви щодо їхнього походження та неможливості упевнитися в якості товару."
 trade_league.7.a:0 "Раз воно не тоне, будуйте з нього човни!"
 trade_league.7.b:0 "Продайте, поки їх можна використовувати."
 trade_league.8.t:0 "Зробимо війну нашим бізнесом"
 trade_league.8.d:0 "Ворожнеча з загальним суперником об'єднала кількох членів Ліги, тепер вони вимагають сформувати спільний фронт проти цього ворога."
 trade_league.8.a:0 "Ворог мого друга – мій ворог."
 trade_league.8.b:0 "У нашому розпорядженні є більше витончена зброя."
 trade_league.8.c:0 "Приватні суперечки не будуть диктувати політику Ліги."
 trade_league.9.t:0 "Заздрість породжує гнів"
 trade_league.9.d:0 "До нас дійшли відомості про остракізму і неправомірні утиски торговців Ліги в одному з великих торгових міст. Місцеві купці звинувачують нас в монополізації торгівлі і вдаються до радикальних засобів."
 trade_league.9.a:0 "Вимагати компенсації від місцевої влади!"
 trade_league.9.b:0 "Подивимося як вони впораються без нас."
 trade_league.9.c:0 "Наші представники повинні вміти постояти за себе."
 trade_league.10.t:0 "Тертя всередині Ліги"
 trade_league.10.d:0 "У двох міст у складі Ліги кривава історія взаємин, але до недавнього часу вони тримали свою ворожість під контролем в ім'я стабільності Ліги. Однак, протягом останнього року конфлікт спалахнув знову, і тому взаємодію людей з різних регіонів ускладнено."
 trade_league.10.a:0 "Підтримати одну зі сторін."
 trade_league.10.b:0 "Підтримати їхніх супротивників."
 trade_league.10.c:0 "Раз вони не можуть забути про свої чвари, нехай самі з цим розбираються."
 trade_league.11.t:0 "Папери, будь ласка!"
 trade_league.11.d:0 "Система, при якій гроші оцінюються не монетами, а паперами, обіцяє зробити революцію в торгівлі. Серед плюсів більше вільний простір для перевезення вантажів і менший стимул для піратів і розбійників вести свою криваву торгівлю. Подивимося, чи буде ця система невразлива для корупції і людських помилок."
 trade_league.11.a:0 "Нам потрібні всі можливі переваги."
 trade_league.11.b:0 "Якщо нічого не зламається..."
 trade_league.12.t:0 "Будь ласка, більше ніяких паперів!"
 trade_league.12.d:0 "Активне використання векселів і ретельне ведення бухгалтерії призвело до прогнозування прибутку. Однак, кожна система несе в собі проблеми. Підробки і аудиторські махінації стають все більш частими."
 trade_league.12.a:0 "Неприйнятно. Треба повернутися до срібла."
 trade_league.12.b:0 "Проблеми початкового етапу. Варто дотримуватися цього курсу."
 trade_league.13.t:0 "Флот усім на заздрість"
 trade_league.13.d:0 "Незважаючи на успіхи в торгівлі, багато країн не сприймають нас як скільки-небудь значиму державу. Якщо вони не поважають багатство, можливо, потужний військовий корабель принесе нам заслужену повагу."
 trade_league.13.a:0 "Боже, це було б чудово!"
 trade_league.13.b:0 "Ми не будемо грати в їхні ігри."
 trade_league.14.t:0 "Духовні турботи"
 trade_league.14.d:0 "Папський посланець висловлює свою стурбованість релігійною єдністю в лізі, оскільки протестантські та реформатські настрої безконтрольно поширюються серед її членів. Він пропонує відправити радника з питань релігії для нагляду та оповіщення церкви про стан релігії в країнах-членах Ліги."
 trade_league.14.a:0 "Краще не злити Церкву."
 trade_league.14.b:0 "Ми не несемо відповідальність ні перед ким окрім вільного ринку!"
 punished_soldiers:0 "Покарані солдати"
 shared_trade_secrets:0 "Загальні торгові таємниці"
 league_encouraged_embargo:0 "Заохочене Лігою ембарго"
 demanded_compensation:0 "Витребувана компенсація"
 sided_with_us:0 "На нашому боці"
 sided_against_us:0 "На боці наших ворогів"
 refused_to_take_sides:0 "Відмова приймати бік"
 allowed_papal_league_advisor:0 "Папського радника допущено в Лігу"
 espionage_events.1.t:0 "Наполовину лояльний подвійний агент"
 espionage_events.1.d:1 "Шпигунство може стати найсуворішою перевіркою на відданість своїй країні. Шпигуна постійно оточують страхи і спокуси, і чим краще шпигун, тим сильнішій спокусі він протистоїть. Зрозуміло, ми більш ніж готові надати ці спокуси іноземним агентам.\n\nАгент з держави [espionage_event_country.GetUsableName], де корупція є нормою, нещодавно вирішив піддатися одній з спокус. Бажаючи отримати прибуток куди більший, ніж можна заробити за допомогою хабарів, він запропонував стати нашим подвійним агентом. Однак, обраний ним 'анонімний' спосіб зв'язку виявився куди менш анонімним, ніж він очікував, так що його ім'я тепер нам відомо. Як нам слід продовжувати далі?"
 espionage_events.1.a:0 "Прийняти його пропозицію за меншу суму грошей і пощадити його життя."
 espionage_events.1.b:0 "Слідкуйте за ним кілька днів, поки з ним не станеться нещасний випадок."
 espionage_events.2.t:0 "Другий шанс для зрадника"
 espionage_events.2.d:0 "Ми чудово знаємо про корупцію, що панує в [Root.GetAdjective]ому суспільстві, але ми сподівалися, що вона обмежується обміном грошей між нашими громадянами. Ми помилялися. Оточення нашого агента, що координує шпигунську мережу в державі [From.GetUsableName] нещодавно надало нам свідоцтва, що агент прийняв суму грошей, явно передану йому [From.GetAdjective]ою владою. Необхідно визнати, що один з наших кращих людей не був стільки лояльний, як ми сподівалися.\n\nДеякі вважають, що операцію ще можна врятувати. Отримавши свідоцтва власної зради, він може забажати повернутися до колишнього господаря, тепер ще й маючи довіру [From.GetAdjective]ого керівництва. Чи вартий цього ризик?"
 espionage_events.2.a:0 "Тепер він стане ще більш цінним для нас."
 espionage_events.2.b:0 "Він уже заподіяв достатній збиток. Відкличте його додому в останній раз."
 espionage_events.3.t:0 "Двічі зрадник?"
 espionage_events.3.d:0 "Основні труднощі в довірі слабохарактерним людям полягають в тому, що їхня зрада рідко буває останньою. Ми запропонували [From.GetAdjective]ому шпигунові наше милосердя і значну суму грошей, щоб він став подвійним агентом, однак, судячи з усього, його зрада була розкрита. Наші шпигуни повідомляють, що він пропонує співпрацю обом країнам, але його відданість знову належить батьківщині.\n\nНемає сумнівів в тому, що йому надійшла пропозиція. І той факт, що агент вийшов з цієї ситуації живим, означає, що він як мінімум вдав, що прийняв цю пропозицію. Незважаючи на це, він все ще може працювати на нас і поставляти ворогові тільки ретельно відібрану інформацію. Чи можемо ми дозволити собі подібний ризик?"
 espionage_events.3.a:0 "Це стає просто безглуздим. І настільки ж безглуздо довіряти йому."
 espionage_events.3.tt_1:0 "Якщо агент тепер вірний державі [From.GetName]:"
 espionage_events.3.tt_2:0 "Якщо агент все ще вірний нам:"
 espionage_events.3.b:0 "Він знову їх надурив? Вельми похвально."
 espionage_events.4.t:0 "Таємниця сповіді"
 espionage_events.4.d:1 "Релігійні установи вважаються сакральними, вищими за дріб'язкові інтрижки та змови держав та їхніх шпигунів. Саме тому нам життєво необхідно заслати туди своїх людей. Безліч секретів, про які ніколи не розмовляють вголос, розкривається в конфіденційному порядку релігійним діячам, а практика сповідатися перетворила це на справжню систему.\n\nЦерква в державі [victim_country.GetUsableName], державі, на якій ми зосередили свої шпигунські зусилля, надає нам безпрецедентну можливість цим скористатися. Одна з наших постійних агентів, видаючи себе за черницю в місцевому монастирі, виявила, що вона може підслуховувати розмови зі сповідальні, під час роботи в церкві. І хоча її навряд чи викриють, план, якщо його розкриють, розлютить церковних ієрархів. Чи варто ризикувати?"
 espionage_events.4.a:0 "Їхні гріхи можуть виявитися вельми цікавими, хоча ми і не можемо дарувати їм відпущення..."
 espionage_events.4.b:0 "Немислимо! Вона повинна повідомити священикам, що чує їхні розмови."
 espionage_events.5.t:0 "Папа дізнається про змову"
 espionage_events.5.d:1 "Наш план зі збору інформації від людей, що сповідаються, з метою отримання інформації про державу [victim_country.GetUsableName] призвів до дипломатичної катастрофи з Папським престолом, оскільки наш агент був розкритий через кілька місяців після початку операції. Зіткнувшись з гнівом Церкви, вона відразу ж зникла з монастиря, прихопивши своє майно. Ми ніколи не дізнаємося, чи було це її рішення, або ж з нею розправилися вороги.\n\nПроте, можна стверджувати, що Церква знайшла достатньо свідчень того, що ми санкціонували цю операцію. Папа шокований способом, яким ми використовували Церкву і її обряди. [Root.Monarch.GetTitle] намагається все заперечувати, але репутація країни безповоротно зіпсована."
 espionage_events.5.a:0 "Про пробачення просити занадто пізно?"
 espionage_events.6.t:0 "Можливість покінчити з правителем"
