l_ukrainian:
 LOCAL_AUTONOMY_EFFECTS: "Місцева автономія в провінції $NAME$ дає наступні ефекти:\n$EFFECT$"
 religious_leagues.6.a: "Великий день!"
 religious_leagues.7.t: "Сейм у місті $CAPITAL_CITY$"
 religious_leagues.7.d: "Після провалу Католицької Ліги, що кинула виклик імператорові, Імперський Парламент скликав сейм для проголошення протестантизму єдиною конфесійною вірою Імперії. Курфюрсти, що дотримуються інших конфесій, будуть позбавлені своїх привілеїв, а імператорові надані широкі повноваження для забезпечення єдності протестантської віри в Імперії."
 religious_leagues.7.a: "Великий день!"
 religious_leagues.8.t: "Імператор-Переможець"
 religious_leagues.8.d: "Релігійна війна в Імперії закінчилася безперечною перемогою імператора, а Імперський Парламент на сеймі проголосив протестантизм у якості єдиної конфесійної віри Священної Римської Імперії. Курфюрсти, що сповідують інші конфесії, будуть позбавлені своїх привілеїв, а імператорові надаються широкі повноваження для забезпечення релігійної єдності Імперії."
 religious_leagues.8.a: "Великий день!"
 aow_events.1.t: "Тяжке становище в провінції [Root.GetName]"
 aow_events.1.d: "[Root.Owner.GetName] повсюдно страждає від війни, але провінціям, що лежать на шляху ворога, живеться найгірше. Те, що для командира або рядового солдата видасться зручним джерелом припасів, для простих людей – єдине джерело їжі. Околиці міста [Root.Capital.GetCapitalName] у цій війні розграбовані настільки, що люди виявилися на межі голодної смерті. Зараз вони звертаються до уряду за допомогою у відновленні, яким буде займатися [Root.Owner.GetName] ще довгі роки після укладення миру."
 aow_events.1.a: "Ми надамо все, що необхідно."
 aow_events.1.b: "Ці гроші краще витратити на перемогу у війні!"
 aow_events.2.t: "Порушення кордону"
 aow_events.2.d: "Облога може вимагати як значну кількість часу, так і багато життів, тому зазвичай ми робимо все можливе, щоб швидше її закінчити. Облога в поточній війні проходить у безпосередній близькості від кордонів, що спричиняє дискусії про те, як далеко можуть заходити солдати в зборі припасів для армії.\n\nДержава по той бік кордону не є ворогом у цій війні, але якби ми провели 'збір' провізії у прикордонних селах, нібито помилково, вони могли б зрозуміти. Ці припаси серйозно допомогли б нашій облозі."
 aow_events.2.a: "Робіть, що хочете, але поповніть запаси та закінчіть облогу!"
 aow_events.2.a.tt: "[This.Owner.GetName] може образитись на нас..."
 aow_events.2.b: "Ні, я не винесу цей конфлікт за територію наших ворогів."
 aow_events.3.t: "Держава [From.GetName] порушила кордони"
 aow_events.3.d: "Незважаючи на мир між нашими народами, ми отримали повідомлення про те, що [From.GetAdjective]і солдати перетнули наші кордони в провінції [Root.GetName], вимагаючи провіант у місцевих жителів. Їхні дипломати запевняють нас, що це відбулося помилково через тривалу облогу сусідньої провінції. Правда це чи ні, населення провінції [Root.GetName] постраждало через такі дії."
 aow_events.3.a: "Це неприпустиме вторгнення на нашу територію!"
 aow_events.3.b: "Під час воєн трапляються помилки. Офіційних вибачень вистачить."
 aow_events.4.t: "Опір"
 aow_events.4.d: "Знать і простолюдини не завжди можуть бути задоволені нашою владою, але іноземною окупацією вони незадоволені ще сильніше. Незважаючи на те, що [Root.GetName] усе ще втримується загарбником, у ряди опору в провінції вступає все більше людей, готових завдати удару по ворогу та відбити власну землю. Їхній лідер звертається до нас із проханням, обіцяючи роздути полум'я боротьби."
 aow_events.4.a: "Будемо сподіватися, від цих патріотів буде користь."
 aow_events.4.b: "Держава [Root.Owner.GetName] надасть підтримку, але вони повинні стати під наші прапори."
 aow_events.5.t: "Чума при облозі провінції [Root.GetName]"
 aow_events.5.d: "Там, де війна залишає свій слід, шкутильгають за нею мор, голод і смерть. Поки твердиня [Root.GetName] утримувалася нашими хоробрими військами від ворога, що її обложив, в обох таборах почали з'являтися люди з симптомами страшної хвороби. Незабаром чума почала поширюватися подібно пожежі, не розрізняючи солдатів і мирних жителів. Щоб обмежити виниклу епідемію, хоча б одна зі сторін повинна евакуювати частину своїх людей. Агресори поки не проявляють такої ж обережності, втім, якщо ми дамо слабину, вони можуть скористатися цим, щоб прискорити процес облоги."
 aow_events.5.a: "Нехай так, ми повинні піклуватися про своїх людей."
 aow_events.5.a.tt: "Якщо наші вороги залишаться, вони обов'язково скористаються нашим відходом."
 aow_events.5.b: "Ми не здамо своїх позицій!"
 aow_events.5.b.tt: "Якщо інша сторона не відведе частину людей, епідемія буде поширюватися..."
 aow_events.6.t: "Чума в обложеній державі [From.GetName]"
 aow_events.6.d: "Там, де війна залишає свій слід, шкутильгають за нею мор, голод і смерть. [From.Owner.GetAdjective]і війська в державі [From.GetName] тримають оборону проти наших військ, але в обох таборах почали з'являтися люди з симптомами страшної хвороби, що не щадить ні мирного населення ні солдат. Щоб обмежити виниклу епідемію, хоча б одна зі сторін повинна евакуювати частину своїх людей. Поки захисники не проявляють такої ж обережності, втім, якщо ми дамо слабину, вони можуть використати це, щоб зупинити процес облоги."
 aow_events.6.a: "Ми не можемо піддавати людей ризику зараження."
 aow_events.6.b: "Ми не дозволимо їм взяти гору!"
 aow_events.6.b.tt: "Якщо інша сторона не відведе частину людей, епідемія буде поширюватися..."
 aow_events.7.t: "[From.Owner.GetAdjective]і захисники евакуюються з укріплень"
 aow_events.7.d: "Коли обложену провінцію держави [From.GetName] вразила чума, ми відмовилися відступити, справедливо вважаючи, що [From.Owner.GetAdjective]і війська повинні зробити це першими, адже на них лежить турбота про місцеве населення. На щастя, ми виявилися праві: захисники відступили, суттєво послабивши свої позиції та направивши свої ресурси на боротьбу з мором. Це відмінна можливість для наступу нашої армії."
 aow_events.7.a: "Можливість, яку треба використовувати."
 aow_events.8.t: "Атакуючі відступають з облоги"
 aow_events.8.d: "Коли обложена провінція держави [From.GetName] була вражена чумою, ми відмовилися відступати, вирішивши, що супротивник, із чиєї вини це відбувається, повинен зробити перший крок. На щастя, ми виявилися праві: атакуючі відступили в страху перед мором, тимчасово перервавши облогу. Завдяки цьому, наш захист отримав невеликий перепочинок."
 aow_events.8.a: "Нехай твердиня ніколи не впаде."
 aow_events.9.t: "Чума в провінції [Root.GetName] розповсюджується"
 aow_events.9.d: "Незважаючи на всі ознаки зарази, небажання обох сторін вжити заходів у провінції [Root.GetName] привело до сумного результату. Мирне населення зазнає важких втрат: місто [Root.Capital.GetCapitalName] тепер спустошене не тільки війною, але та мором."
 aow_events.9.a: "Якими ми були дурнями..."
 aow_events.10.t: "Чума в державі [Root.GetName] розповсюджується"
 aow_events.10.d: "Незважаючи на всі ознаки зарази, небажання обох сторін вжити заходів в провінції держави [Root.GetName] привело до сумного результату. Мирне населення страждає від епідемії в місті [From.Capital.GetCapitalName], крім того погіршується постачання, роблячи облогу ще складнішою."
 aow_events.10.a.tt: "Чума буде роками панувати в провінції держави [This.GetName], збільшуючи виснаження військ і вражаючи цивільне населення."
 aow_events.11.t: "Поширення епідемії"
 aow_events.11.d: "Війна спровокувала поширення хвороб, і те що почалося у вигляді локального зараження через облогу, вилилося в повномасштабну епідемію. Втеча цивільних осіб і пересування армій, яких так важко уникнути у воєнний час, привели до появи хвороби в провінції [Root.GetName]."
 aow_events.11.a: "Нехай буде проклята ця війна..."
 aow_events.12.t: "Жорстокість найманців"
 aow_events.12.d: "Війна рідко проходить без проявів жорстокості. Солдатам невідоме милосердя, але в цьому конфлікті наші окупаційні війська проявили особливий цинізм. Найманці, незадоволені розмірами платні, починають грабувати мирне населення. Вимагання шляхом терору та катувань стало для них звичною справою, [Root.GetAdjective]і солдати вселяють страх і ненависть, а звістки про їхні злодіяння вийдуть далеко за межі цієї війни."
 aow_events.12.a: "Ми повинні запобігти такій поведінці в майбутньому."
 aow_events.12.b: "Війна себе годує! Нехай вони забирають що хочуть."
 aow_events.13.t: "Банди найманців грабують провінцію [Root.GetName]"
 aow_events.13.d: "Місцеві жителі заплатили дорогу ціну за ворожу окупацію провінції [Root.GetName]. Ворожі найманці грабують і тероризують місцеве населення, вимагаючи гроші та цінності."
 aow_events.13.a: "Жадібність розбещує серця людей..."
 aow_events.14.t: "Біженці із провінції [Root.GetName]"
 aow_events.14.d: "Тривала війна все ще не послабляє свого руйнівного впливу в провінції держави [Root.Owner.GetName]. Деякі області були настільки спустошені, що стали практично безлюдними, і населення було змушеним покинути свої будинки заради виживання. Деякі з них пішли з провінції [Root.GetName] назавжди, осівши в сусідніх містах, там, де війна залишила менші шрами."
 aow_events.14.a: "Війні прийде кінець, але не нашим бідам."
 aow_events.15.t: "Скорбні родини"
 aow_events.15.d: "Недавня війна наклала важкий відбиток на життя наших людей. Багатьох забрали до війська, не всі повернулися. Дворяни та простолюдини чекали, коли їх рідні повернуться додому, але безрезультатно. Але життя вертається в колишнє русло, і люди настільки зайняті роботою, яка навалилася на них, що ледь встигають віддаватися скорботі. Але серед тих, хто знаходить час подумати, поширюється переконання, що ми розкидалися життями занадто недбало."
 aow_events.15.a: "Ми можемо полегшити податковий тягар скорбним родинам."
 aow_events.15.b: "Давайте будемо більш м'якими при наборі армії в майбутньому."
 aow_events.15.c: "Це ціна, яку потрібно платити за велич нації."
 aow_events.16.t: "Відьомство"
 aow_events.16.d: "Мешканці постраждалого від війни міста [Root.Capital.GetCapitalName] шукають причини нещасть, які їх спіткали їх в останні роки. Добре те, що вони не знайшли їх у нашому правлінні, але погано, що подібні пошуки привели до справжнього переполоху. Тривала війна позначилася на декомусильніше, ніж на інших, і вони запевняють, що провиною всьому відьми та їхнє чаклунство.\n\nЗвинувачення лунають звідусіль, місцева влада вже зголосилася влаштувати судове слухання."
 aow_events.16.a: "Дозволити їм провести слухання."
 aow_events.16.b: "$INQUISITOR$ вирішить ці питання більш організовано."
 aow_events.16.c: "[Root.Owner.GetName] повна марновірних дурнів!"
 aow_events.17.t: "Полювання на відьом"
 aow_events.17.d: "З тих пір, як багатостраждальний народ провінції [Root.GetName] отримав благословення держави та церкви в пошуках тих, хто нібито приносив голод і хвороби за допомогою чаклунства, справи зайшли доволі далеко. Те, що раніше було одиничними підозрами, зараз виливається в справжнє полювання на відьом. Юрба жадає крові селян, знаті, та навіть деякі представники духівництва ризикують розділити їхню долю.\n\nЦя ганебна практика спричинена бажанням пояснити післявоєнні проблеми в провінції [Root.GetName], але через наплив судових розглядів ситуація виходить з-під контролю. Ми могли б постановити, що деякі із засуджених невинні."
 aow_events.17.a: "Припинити це божевілля!"
 aow_events.17.b: "Втрутитися від імені знаті."
 aow_events.17.c: "Втрутитися від імені простого народу."
 aow_events.17.e: "Дайте їм вершити правосуддя самим."
 aow_events.18.t: "Відьма з далеких земель"
 aow_events.18.d: "Здатність розпізнавати відьом і чаклунів – рідкісний талант, і лише Господь Бог знає кому він буде дарований. На щастя, здатність визначати їх за дивною поведінкою поширена серед людей набагато більше, хоч часом така підозрілість заснована лише на ворожості до чужинців.\n\nІноді це може викликати проблеми. Жителі провінції [Root.GetName] недавно запідозрили іноземну дворянську особу в чаклунстві. Її переслідування може викликати дипломатичний інцидент, але ігнорування ситуації розцінять як недостатню віру."
 aow_events.18.a: "Цей страх перед чужинцями повинен бути зупинений."
 aow_events.18.b: "Відьми, шпигуни... Хто знає що їм тут потрібно?"
 aow_events.19.t: "Підозріле обвинувачення "
 aow_events.19.d: "Під пильним оком $INQUISITOR$, практики чаклунства і єресі перебувають під відносним контролем. Його б не було при нашому дворі, якби ми не довіряли йому. Однак недавніми подіями він спробував підірвати нашу довіру до іншого радника. $STATESMAN$$TRADER$$SPYMASTER$$DIPLOMAT$, який перебуває на службі в держави [Root.GetName], сприяючи покращенню міжнародних відносин, був обвинувачений у чаклунстві, ставши живим доказом тому, що нікому не варто повністю довіряти.\n\n$STATESMAN$$TRADER$$SPYMASTER$$DIPLOMAT$ запевняє нас, що $INQUISITOR$ висуває ці обвинувачення, виходячи лише зі своїх корисливих спонукань. Політична драма в самому розпалі, але ж колись ми довіряли нашому інквізитору..."
 aow_events.19.a: "Немає прощення та виправдання для відьомства."
 aow_events.19.b: "Не лжесвідчи проти близького свого."
 aow_events.20.t: "Пекельне полум'я"
 aow_events.20.d: "$INQUISITOR$ добре потрудився. З підтримкою [Root.Monarch.GetTitle]а чаклуни будуть засудженими та підданими очищенню вогнем. Наше нещадне переслідування цих злочинів зробило релігійну відданість наших громадян бездоганною.\n\nОднак часом доводиться засумніватися в правильності цього шляху. Одного разу ваш юний спадкоємець [Root.Heir.GetName] вперше спостерігав за публічним спаленням відьми. Ви бачили, як очі [Root.Heir.Getherhis] наповнюються жахом у світлі багаття, і дитина благає пощадити жінку. Спроби все пояснити не заспокоюють ваше дитя, але ви розумієте, що виправдання відьми вважатимуть проявом слабкості. Хоча, можливо, засуджена дійсно невинна, і полум'я, яке поглине її, поглине та вас на тому світі."
 aow_events.20.a: "Дитина права. Ми були осліплені своїм фанатизмом."
 aow_events.20.b: "Тихіше, дитя, сподіваюся, ніхто не чує..."
 aow_events.21.t: "Невідомий стрілець"
 aow_events.21.d: "[Root.GetName] горить полум'ям війни, а [Root.GetAdjective]і громадяни вже починають сумніватися в її цілях. Але [Root.Monarch.GetTitle] твердою рукою веде армію вперед. Солдати втомилися, багато хто мріє про повернення додому. Але ми не замислювалися про те, що всі настільки погано.\n\nДо цього дня. Поки війська готувалися зустріти ворога віч-на-віч, почувся постріл, і король впав мертвим. Що це – ворожий снайпер? Змова претендентів на трон? Або зрадницький постріл солдата, який хотів покласти кінець війні?"
 aow_events.21.a: "Ми вже ніколи не довідаємося."
 aow_events.22.t: "Зміна політики"
 aow_events.22.d: "Після того як війна завершилася, наш радник з дипломатії $DIPLOMAT$ не тільки неодноразово благав правителя [Root.Monarch.GetName] змінити пріоритети в зовнішній політиці, але та переконував, що [Root.Monarch.GetSheHe] переслідує невірні цілі.\n\n'Щодня, коли люди бачать, що [Root.Monarch.GetTitle] готується до війни, вони можуть лише обвинувачувати нас у тому, що ми принесли війну в їхній дім' – говорив він."
 aow_events.22.a: "Ви праві, [Root.GetName] потребує миру."
 aow_events.22.b: "Приборкати свій войовничий дух? Смішно."
 aow_events.23.t: "Благовірні у ворожих землях"
 aow_events.23.d: "Багато наших воїнів пов'язують нинішню війну з конфліктом віросповідань. Це породило деякі дискусії в облоговому таборі під містом, де більшість жителів благочестиво сповідує [Root.Religion.GetName]. Звичайно наші війська збирають у місцевих всю необхідну провізію, але благочестиві солдати в нашій армії вважають, що ми повинні пощадити наших братів і сестер по вірі, навіть якщо це приведе до затягування облоги. Що для нас має першочергове значення, віра чи війна?"
 aow_events.23.a: "Пожалійте віруючих."
 aow_events.23.b: "Ворогам у провінції [Root.GetName] не буде пощади!"
 aow_events.24.t: "[Root.GetName] віддана братами по вірі!"
 aow_events.24.d: "Коли дурні, що сповідували [Root.Religion.GetName] у провінції [Root.GetName], були вперше атаковані нашими ворогами, вони розділили їхню віру, проігнорувавши дійсне світло релігії, яке ми несли. Лише тепер, під натиском жорстокої війни, вони визнали наскільки насправді нікчемим є [Root.Religion.GetName]. Після того, як їх місто було обложено та розграбований людьми, яким вони довірилися, вони з гіркотою відкинули свої старі вірування та присягнули на вірність не тільки нашій країні, але та нашій релігії."
 aow_events.24.a: "Ми покажемо їм, що [Root.Owner.Religion.GetName] є єдиною істинною вірою."
 aow_events.25.t: "Невіруючі в провінції [Root.GetName] вагаються"
 aow_events.25.d: "У той час як більша частина нашого народу справедливо побоюється загарбників, що сповідують [Root.Religion.GetName], деякі жителі відкрито вітають їх. Після того як провінція [Root.GetName] перейшла в руки ворога, її мешканці стали міркувати, що їм було б краще жити в країні із правителями, які сповідують їхню віру. З бажанням пом'якшити ці зрадницькі настрої, місцева влада відправила посла до нашого двору із проханням про невтручання в місцеві релігійні питання в провінції [Root.GetName]. А якщо ні, то ворог вже зараз може отримати владу над провінцією."
 aow_events.25.a: "Ми будемо гідно винагороджувати за вірність."
 aow_events.25.b: "Ми не будемо заохочувати нелояльність."
 aow_events.26.t: "[Root.Religion.GetName] втрачає послідовників"
 aow_events.26.d: "Мудрі та духовно освічені люди в державі [From.GetName], після того як ми зайняли їхні землі, усвідомили всі переваги приєднання до нас. Адже [From.Owner.GetName], країна, де панує [From.Owner.Religion.GetName], не розуміє їхніх потреб. Якщо війна йтиме добре, це безумовно допоможе."
 aow_events.26.a: "Ми можемо знайти для них місце..."
 aow_events.27.t: "[Root.Religion.GetName] принесло розбрат у провінцію [Root.GetName]!"
 aow_events.27.d: "Наша війна проти свиней, що сповідують [Root.Religion.GetName], не пройшла непоміченою для їхніх місцевих прихильників. Зрадники в провінції [Root.GetName], що раніше зберігали нам вірність, вловили зручний момент для нанесення нам удару в спину, очевидно сподіваючись допомогти нашим ворогам."
 aow_events.27.a: "Віра визначає шлях кожного, навіть нечестивця."
 aow_events.28.t: "Боротьба зовні – боротьба зсередини"
 aow_events.28.d: "Іноді ми бачимо, як конфлікти на міжнародній арені позначаються та на нашій державі. Сьогодні ми отримали звістки, що люди, які сповідують [Root.Religion.GetName], і з якими ми ведемо війну, привели до релігійного конфлікту в провінції [Root.GetName], де зіштовхнулися [Root.Religion.GetName] і [Root.Owner.Religion.GetName]. Люди, які ще вчора були друзями та сусідами, сьогодні нападають один на одного через ці розбіжності."
 aow_events.28.a: "Як і війна, цей конфлікт повинен іти своїм ходом."
 aow_events.28.b: "Об'єднаємося проти справжнього ворога! Ви всі [Root.Owner.GetAdjective]і піддані!"
 aow_events.29.t: "Релігійні дисиденти пропонують допомогу"
 aow_events.29.d: "Наші відносини з релігійними меншинми в провінції [Root.GetName] часто змінювалися, але як мінімум частина жителів, що сповідують [Root.Religion.GetName], здається цінує наше лідерство. Недавно вони звернулися до нас із пропозицією використовувати свої релігійні зв'язки в одній з наших країн-суперниць для посилення нашої шпигунської мережі. Якщо на них покластися, вони можуть суттєво допомогти."
 aow_events.29.a: "Ми будемо довіряти їм, поки вони лояльні."
 aow_events.29.b: "У нас немає необхідності в закулісних іграх... і ризиках."
 aow_events.30.t: "Воїни релігії [Root.Religion.GetName]"
 aow_events.30.d: "Багато набожних послідовників, що сповідують [Root.Religion.GetName] у провінції [Root.GetName], давно стежили за кордоном, з недовірою ставлячись до іновірців по інший його бік. Зараз, коли їх підозрілість підтвердилася відкритим оголошенням війни, підготовлені та бажаючі віддати свої життя за [Root.Religion.GetName] жителі збирають ополчення, і вступають у ряди нашої армії, щоб протистояти агресорові."
 aow_events.30.a: "Вперед за нашу віру!"
 aow_events.31.t: "Ранні реформатори"
 aow_events.31.d: "Коли новина про [Root.Religion.GetName] поширилася по нашій землі, ми були першими, хто її прийняв. Ми знаємо в чому майбутнє християнської віри, і поки менш освічені народи вагаються із його прийняттям, ми йдемо до нього з гордістю.\n\nНа щастя ми не оточені дурнями з усіх боків. Правителі сусідньої держави також обрали цей освічений шлях, скинувши із себе окови Папського впливу, та прийняли [Root.Religion.GetName]. Церква держави [Root.GetName] може не отільки тримати видатних богословів, але та чимало навчитися на чужому досвіді."
 aow_events.31.a: "Разом ми поширимо дійсне Боже Послання!"
 aow_events.31.b: "Церква держави [Root.GetName] залишиться сама по собі."
 aow_events.32.t: "Ні [Root.Religion.GetName], ні католицизм  "
 aow_events.32.d: "[Root.Religion.GetName] – не єдина віра, чиї послідовники протиставляють себе католицькій школі. Богослови з різних релігійних течій беруть під сумнів її порочну доктрину, і їх твердження заслуговують на увагу. Одна з наших сусідніх держав саме є домом для одного з таких рухів. У ці складні часи, чи можемо ми звертати увагу на релігійні розбіжності, тоді як могли б працювати разом? Якщо вони виявлять таку ж готовність до співробітництва, це може принести обопільну користь."
 aow_events.32.a: "Ми будемо стояти з ними проти Папи, поки вони стоятимуть разом з нами."
 aow_events.32.b: "Їхні позиції такі ж помилкові як і в католиків."
 aow_events.33.t: "[From.Religion.GetName] пропонує співробітництво"
 aow_events.33.d: "Церква в державі [From.GetName] у багатьох духовних аспектах далека від повного взаєморозуміння з церквою держави [Root.GetName], але в одному наші погляди сходяться: гегемонія Папи та ради кардиналів не може більше схвалюватися істинними християнами. На їхню думку, це досить вагома підстава для співробітництва, незважаючи на те, що вони сповідують [From.Religion.GetName], а ми – [Root.Religion.GetName]. Що ми виберемо – політичну вигоду перед лицем спільного ворога, чи дотримання наших церковних доктрин?"
 aow_events.33.a: "Разом ми повернемо справжні християнські традиції."
 aow_events.33.b: "Останнє, що нам потрібно, це богословська плутанина у власних рядах."
 aow_events.34.t: "[From.Religion.GetName] ухвалює пропозицію"
 aow_events.34.d: "Наш щедрий жест в бік держави [From.GetName] окупився. Незважаючи на розбіжності, які мають [From.Religion.GetName] і наша релігія, їх глави визнали, що ми, як авангарди Реформації, повинні спробувати об'єднати зусилля заради загального добра."
 aow_events.34.a: "[Root.GetName] і [From.GetName] запам'ятають цей день."
 aow_events.35.t: "Послідовники релігії [From.Religion.GetName] не хочуть співробітництва"
 aow_events.35.d: "Дурні догматики церкви нашого сусіда, держави [From.GetName], заважають вести дипломатію з тими, хто намагається їм допомогти. Мабуть шляхи релігії [Root.Religion.GetName] видаються їм настільки ж помилковими, як і догмати Священного Престолу."
 aow_events.35.a: "Хіба вони забули заповідь 'Возлюби близького свого'?"
 aow_events.36.t: "Єретики зазіхають на наші землі"
 aow_events.36.d: "Поки ми завзято трудилися над викорінюванням єретичних плинів, що прагнуть підірвати християнську віру, населення всередині наших кордонів все більше переймалося ними. Можливо вони думають ми не помітили, як люди, які відкинули католицьку віру, зміцнюють позиції, щоб поширювати свої брехливі ідеї. Можливо, їм здається, що ми не надаємо значення тому факту, що провінції в нашій власній країні відвертаються від істинної віри."
 aow_events.36.a: "Ні, ми всі прекрасно бачимо та знаємо, що потрібно робити."
 aow_events.36.b: "Ми, звичайно, можемо зробити вигляд..."
 aow_events.37.t: "Джерела протестантської чуми"
 aow_events.37.d: "Як правило бидло кожної націй – це її власна проблема. Але не тоді, коли інша нація відкрито сповідує ту ж духовну гнилизну, що та біднота. І військові, і духівництво вказують на прямий зв'язок нашої боротьби із протестантськими відступниками та найближчими сусідами, відданими протестантизму. Ми не можемо вселяти страх і повага своєму власному народу, якщо не будемо протистояти підтримці, явної або неявної, яку вони виявляють єретикам, що зазіхають на [Root.GetAdjective]ие землі."
 aow_events.37.a: "Вони отримать гідну відповідь!"
 aow_events.37.b: "Давайте не будемо створювати собі ще більше проблем."
 aow_events.38.t: "Джерела реформістської чуми"
 aow_events.38.d: "Як правило, потолоч кожної націй – це її власна проблема. Але не тоді, коли інша нація відкрито сповідує ту ж духовну гнилизну, що та біднота. І військові, і духівництво вказують на прямий зв'язок нашої боротьби з реформістськими відступниками та найближчими сусідами, відданими реформатству. Ми не можемо вселяти страх і повагу своєму власному народу, якщо не будемо протистояти підтримці, явній чи неявній, яку вони надають єретикам, що зазіхають на [Root.GetAdjective]і землі."
 aow_events.38.a: "Вони отримать гідну відповідь!"
 aow_events.38.b: "Давайте не будемо створювати собі ще більше проблем."
 aow_events.39.t: "[From.GetName] обвинувачує в підтримці повстанців"
 aow_events.39.d: "Очевидно, рішення [From.GetAdjective]ого уряду силою зберегти католицьку віру на своїх землях було багато в чому помилковим. Їхні послідовники віри [Root.Religion.GetName] підняли повстання проти уряду.\n\nЗараз посол держави [From.GetName] відкрито обвинуватив нас у втручанні, владно зажадавши, щоб ми відкликали заколотників і припинили їхню підтримку. Хоча, якщо [Root.Religion.GetName] пошириться, це зіграє нам на руку, але проблема більш религійна, ніж дипломатична. Яку позицію ми займемо стосовно іноземних повстанців?"
 aow_events.39.a: "Чия країна, того та віра. Вони повинні поважати волю своїх правителів."
 aow_events.39.b: "Ми вимагаємо, щоб ви припинили гноблення людей, які сповідують [Root.Religion.GetName]!"
 aow_events.39.c: "Ми будемо підтримувати наших братів по вірі відкрито і з задоволенням!"
 aow_events.40.t: "[From.GetName] відхрестилася від релігійних повстанців"
 aow_events.40.d: "Які б неприємності не створювало нам повстання проклятих послідовників релігії [From.Religion.GetName] на нашій землі, ми можемо втішати себе думкою, що міжнародні лідери їх віри дистанціювалися від цього повстання. [From.GetName] обіцяє нам, що незалежно від їхніх власних переконань, вони вважають повстання проти нашої влади неприйнятним."
 aow_events.40.a: "Будемо сподіватися, що це не просто порожні слова."
 aow_events.41.t: "[From.GetName] захищає релігійних повстанців"
 aow_events.41.d: "Очевидно, представники віри [From.Religion.GetName] у державі [From.GetName] дійсно є винуватцями лих, що звалилися на нас. Зіштовхнувшись із тим, що їх брати та сестри по вірі піднімають бунти на наших вулицях, вони мали нахабність відповісти, що це повстання – боже покарання за наші 'єретичні' переконання!"
 aow_events.41.a: "Якщо це їхня точка зору, нехай не розраховують на нашу повагу."
 aow_events.42.t: "[From.GetName] спонсорує релігійних повстанців!"
 aow_events.42.d: "Наші зусилля із приводу того, щоб держава [From.GetName] взяла на себе відповідальність за єресь, що розповзається по нашій країні, мали зворотний ефект. Мало того, що вони відкрито заявили про підтримку повстанського руху проти нашої релігії, вони відкрито підбурюють до ще більших безладь, змушуючи єретиків діяти більш рішуче. Кожна крапля католицької крові, пролита на нашу землю, буде на руках цих маніяків."
