l_english:
 DLC_dlc001_TOOLTIP_INSTANT:0 "100 Years War Unit Pack"
 LANDING_dlc027_TEXT:0 "Основні особливості:\n- Unique mechanics for the 30 Years War and religious leagues\n- Боротьба за справу Революції або ж проти неї\n- Sortie from sieges & give wartime objectives to allies\n- Покращення флотів одним клацанням миші\n- Improved diplomacy options\n\nДодаткові можливості:\n- Form marches\n- Abandon cores"
 LANDING_dlc027_FLAVOR_TEXT:2 "Centered on the 30 Years War and bubbling political instability between church and state, this expansion features improved gameplay mechanics that put warfare at the forefront of your quest for domination and triumph.\n\nImproved naval combat and full army control means the course of victory rests solely on your shoulders. Will you choose to triumph alone or rely on the combat strengths of your allies? Your decision will decide if your empire lasts through the ages."
 LANDING_dlc033_TEXT:0 "Основні особливості:\n- Custom nation designer\n- New mechanics for the Nahuatl, Inti and Mayan religions\n- Hunt for the Seven Cities of Gold\n- Золотий флот\n- Hunt for pirates with trade fleets\n- Тордесільяський договір"
 LANDING_dlc033_FLAVOR_TEXT:1 "Create a realm that perfectly fits your playstyle with the new Nation Designer, which allows the customization of a starting nation in a campaign and further enhances EU4’s already near infinite replayability.\n\nThis expansion’s focus on Central America and South America introduces new religions whilst impactful theaters of exploration will challenge you with нових рішення worthy of a king or conqueror. As the Aztecs, subject the Mexican plain to your rule but be sure to have enough vassal kings to sacrifice to your angry gods. As the Europeans, push deeper into the jungles of the Amazon, following rumors of lost cities and magical fountains."
 LANDING_dlc039_TEXT:0 "Основні особливості:\n- Парламенти\n- Нові релігійні механіки для протестантів і буддистів\n- Нові взаємодії з суб'єктами\n\nДодаткові можливості:\n- Devotion\n- Вільні міста СРІ"
 LANDING_dlc039_FLAVOR_TEXT:1 "Common Sense focuses on diplomacy and the internal development of nations. This addition allows you to peacefully develop your nation and build a 'tall' empire, whilst also giving you the tools to execute grand diplomacy. Game changing religious features add depth and intriguing complexity to the gameplay.\n\nThe ability to work closely with your subjects and better control them through interactions and decrees should make common sense for anyone with designs to get to terms with the internal struggles of constitutional monarchies."
 LANDING_dlc046_TEXT:0 "Основні особливості:\n- New estates\n- Дипломатичний відгук\n- Tengri Syncretism\n- New horde mechanics\n- Політики відносно тубільців\n\nДодаткові можливості:\n- Advanced culture change\n- Improved espionage"
 LANDING_dlc046_FLAVOR_TEXT:1 "The Cossacks focuses on Hordes and Eastern Europe. This addition allows you to plunder your neighbors as a horde in order to keep your tribes loyal and raze their lands to gain power to advance in technology or reform into a settled nation.\n\nThe internal politics of nations is brought to life with the Estates, representing powerful interests such as the Magnates of Poland-Lithuania and the eponymous Cossacks of the steppe. More detailed control over the cultures and natives living in your nation and the ability to work more closely with your AI allies and understand their goals will let you bring out your inner Peter the Great."
 LANDING_dlc055_TEXT:0 "Основні особливості:\n- Advanced naval missions\n- Берберські пірати\n- Кондотьєри\n- Map sharing\n\nДодаткові можливості:\n- Торгові ліги\n- New espionage actions\n- Timeline replay\n- Counter-espionage"
 LANDING_dlc055_FLAVOR_TEXT:1 "With Mare Nostrum, Europa Universalis IV turns its attention to the sea. This expansion provides even more naval and military tools for players, as you navigate your nation through the early modern world.\n\nAs its name suggests, Mare Nostrum introduces new systems connected to naval warfare and control of trade. The power of your fleets will depend on the number of sailors your nation can gather, and your ships can now be given missions and areas to patrol. There are also new options for creating trade leagues, and a host of other improvements."
 LANDING_dlc060_TEXT:1 "Основні особливості:\n- Great Powers\n- Monarch personalities & leader traits\n- Consorts & Regents\n- Subject nations can be given specific wartime behaviors\n- Fetishist nations unlock cults\n- Coptic nations unlock holy sites\n\nДодаткові можливості:\n- New faction system for Revolutionary Republics\n- Унікальний уряд для Османської імперії\n- Abdication\n- Currency Debasement"
 LANDING_dlc060_FLAVOR_TEXT:2 "'Права людини' роблять Europa Universalis IV глибшою завдяки новим функціям, у тому числі механіці Великої держави, системі особистості для правителів та подружжя, а також унікальним урядам та фракціям для існуючих націй.\n\nМеханіка Великої держави надає найрозвиненішим країнам доступ до нових дипломатичних можливостей, що дозволяють залякувати чи спокушати слабкіших сусідів. Продовжуйте так само або втратите здібності, за які ви заплатили високу ціну!"
 LANDING_dlc066_TEXT:0 "Основні особливості:\n- Історичні епохи та золота доба\n- Нові механіки для Китайської імперії\n- Данники\n- Нові механіки японського сьоґунату\n- Маньчжурські прапори\n- Дипломатичний планувальник"
 LANDING_dlc066_FLAVOR_TEXT:1 "У той час, як Європа повільно виходить з темряви, Схід продовжує яскраво сяяти. Трон Мін править багатою і поважною землею, а японські воєначальники борються у шляхетному строю. Боги благословили Азію багатством та культурою. Чи гідний ти Небесного Мандата?\nІсторичні епохи та золоті ери привносять нові відмінності протягом часу, пропонуючи гравцям різні випробування, які потрібно подолати, і різні бонуси, якими можна насолоджуватися протягом століть.\nКитайська імперія тепер має потужну нову механіку, але будьте обережні - якщо Мандат імператора ослабне, сусідні держави можуть претендувати на Небесний Мандат і захопити контроль над Китаєм, заявивши права на імператорський престол!"
 LANDING_dlc072_TEXT:0 "Основні особливості:\n- Царства і князівства\n- Іконопис\n- Митрополити\n- Стрільці\n- Сибірський фронтір"
 LANDING_dlc072_FLAVOR_TEXT:1 "'Третій Рим' - це перший пакет занурення для Europa Universalis IV, в якому основна увага приділяється створенню глибшого досвіду для Росії та її культурних та регіональних побратимів, де представлені нові засоби духовного, політичного та військового контролю над Російською імперією.\n\nПроведіть нові взаємодії з православними митрополитами, щоб перетворити благочестя на політичну силу, розширити владу держави за допомогою нових урядових рангів, набрати нові потужні військові частини та колонізувати сибірський фронтир, оскільки ви прагнете зайняти місце царя."
 LANDING_dlc077_TEXT:0 "Основні особливості:\n- Особливі типи урядів для країн Близького Сходу\n- Торгові політики\n- Ісламські школи\n- Професіоналізм армії\n- Підвищення розвитку\n- Оподаткування ікти\n\nДодаткові можливості:\n- Яничари\n- Взаємодії місіонерів"
 LANDING_dlc077_FLAVOR_TEXT:1 "Родючі долини та торгові шляхи Близького Сходу з давніх-давен приваблювали амбітних завойовників. Тепер, коли Середньовіччя відходить у минуле, у цих давніх землях з'явилося нове покоління сил.\n\nЗавдяки новим рішенням та можливостям, пов'язаним з історичним розвитком регіону в ранню сучасну епоху, 'Колиска цивілізації' розширює можливості гри на Близькому Сході, водночас надаючи безліч нових механік для країн всюди на мапі."
 LANDING_dlc084_TEXT:0 "Основні особливості:\n- Нові британські місії\n- Промислова революція\n- Англіканство\n- Інноваційність\n- Морські доктрини\n- Обмін знаннями"
 LANDING_dlc084_FLAVOR_TEXT:1 "Ослаблена війнами на континенті, зі слабким монархом і хижими дворянами, Англія в середині 15 століття навіть не підозрювала про майбутню славу. Це був би важкий шлях через громадянські війни, релігійні потрясіння, великі пожежі та незручні союзи. Але нація, яка стане Великою Британією, керуватиме торговельною імперією, яка охоплює всю земну кулю, експортуючи ідеали англійської свободи – як думки, так і торгівлі – і водночас зробить себе наймогутнішою нацією, якої ще не бачив світ.\nПанувати Британією - це пакет для занурення, присвячений історії Британських островів та раннім іскрам промислової революції. Візьміть під свій контроль Англію, Шотландію чи одне з ірландських королівств і приведіть їх до величі!"
 LANDING_dlc090_TEXT:1 "Основні особливості:\n- Урядові реформи\n- Інвестиції в торгові компанії\n- Нові індійські місії і стани\n- Чартерні компанії\n\nДодаткові можливості:\n- Перероблена система політик\n- Мусони\n- Нова система образ\n- Нові можливості колоністів"
 LANDING_dlc090_FLAVOR_TEXT:1 "Регіон з багатою історією та культурою обіцяє величезні матеріальні багатства імперії, яка зможе контролювати її торгівлю. Боротьба за територію та доступ до багатств Індії потребує дипломатичного такту та певної військової могутності. Але хто кого експлуатує в цій чудовій грі на найприбутковіших ринках світу?\nДхарма надає новий спосіб визначення уряду, попри запровадження урядових реформ. Різні комбінації реформ породжують різні уряди - королівство може на власний розсуд уповноважити духовенство і централізувати державу або передати владу парламенту та обмежити дворянство.\nЯк правити і як розширювати своє правління – вибір за вами із Дхармою."
 LANDING_dlc095_TEXT:0 "Основні особливості:\n- Нові гілки місій для Іберії та Північної Африки\n- Вигнання меншин\n- Створення релігійних орденів\n- Піратські республіки\n- Флагмани\n- Морський шквальний вогонь"
 LANDING_dlc095_FLAVOR_TEXT:1 "Колумб, можливо, не був першим, але він був найважливішим. Його подорожі до Нового Світу були швидко використані висхідною іспанською короною, що привело це велике католицьке королівство до більш ніж столітнього панування у центрі європейської політики. Золото ацтеків та срібло Перу заклали основи глобальної імперії, яка простягалася від Мексики до Мадрида та Маніли. Переживіть ці дні розбудови імперії, від Реконкісти до флотилій, що перевозять скарби!"
 LANDING_dlc001_TEXT:0 "Основні особливості:\n- Unique tier 1 unit models for 11 countries in France and Britain"
 LANDING_dlc001_FLAVOR_TEXT:0 "This pack enhances the Hundred Years War experience by adding new models for countries in France and Britain."
 LANDING_dlc002_TEXT:0 "Основні особливості:\n- Унікальні моделі кавалерії для the Ottomans, Persia, and the Mamluks"
 LANDING_dlc002_FLAVOR_TEXT:0 "This unit pack adds unique equestrian flavor to the Ottoman Empire, Persia, and the Mamluks."
 LANDING_dlc003_TEXT:0 "Основні особливості:\n- Унікальні моделі кавалерії для Lithuania, Poland, and Russia"
 LANDING_dlc003_FLAVOR_TEXT:0 "This unit pack adds unique equestrian flavor for Lithuania, Poland, and Russia."
 LANDING_dlc004_TEXT:0 "Основні особливості:\n- 28 нових подій\n- 64 тематичних зображень для подій\n- 3 нових рішення"
 LANDING_dlc004_FLAVOR_TEXT:0 "This mini-expansion provides unique events and decisions to enhance the experience of playing a Muslim country."
 LANDING_dlc005_TEXT:0 "Основні особливості:\n- 57 нових подій\n- 10 тематичних зображень для подій\n- Нові моделі військ 3 і 4 рівня для Сполучених Штатів"
 LANDING_dlc005_FLAVOR_TEXT:0 "This flavor pack brings more content and spirit to the USA, offering dynamic new events and unique unit models for this great nation."
 LANDING_dlc006_TEXT:0 "Основні особливості:\n- 16 нових подій\n- 16 нових місій\n- 13 тематичних зображень для подій\n- 4 нові моделі військ для Візантії"
 LANDING_dlc006_FLAVOR_TEXT:0 "This flavor pack focuses on Byzantium, providing more flavor to enhance the experience of playing and revitalizing the Byzantine Empire."
 LANDING_dlc007_TEXT:0 "Основні особливості:\n- 8 нових об'єктів, видимих на карті місцевості"
 LANDING_dlc007_FLAVOR_TEXT:0 "This pack adds new landmarks to the map, enhancing the game experience by providing a greater variety of features to the game's map."
 LANDING_dlc008_TEXT:0 "Основні особливості:\n- 3 нових треки for Byzantium and the Ottomans"
 LANDING_dlc008_FLAVOR_TEXT:0 "Conquest of Constantinople contains three new songs, totaling 10 minutes, composed by Andreas Waldetoft. These songs run while playing as Byzantium or the Ottomans to enhance the atmosphere of the game. Each track provides a unique experience for those playing in the contested lands of the Byzantines."
 LANDING_dlc009_TEXT:0 "Основні особливості:\n- 11 нових об'єктів, видимих на карті місцевості"
 LANDING_dlc009_FLAVOR_TEXT:0 "This pack adds new landmarks to the map, enhancing the game experience by providing a greater variety of features to the game's map."
 LANDING_dlc011_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для the Spanish and Portuguese in the New World"
 LANDING_dlc011_FLAVOR_TEXT:0 "Enhance your Europa Universalis IV experience with the Conquistadors Unit Pack. This pack adds нових моделей військ для Iberian units stationed in the New World."
 LANDING_dlc012_TEXT:0 "Основні особливості:\n- 8 нових моделей військ для Native American nations, including Cherokee, Iroquois and Sioux"
 LANDING_dlc012_FLAVOR_TEXT:0 "This pack adds unique unit graphics for several North American native nations."
 LANDING_dlc013_TEXT:0 "Основні особливості:\n- 3 нових треки for Native Americans and nations with overseas provinces"
 LANDING_dlc013_FLAVOR_TEXT:1 "This music pack contains 3 tracks composed by Andreas Waldetoft for nearly 11 minutes of additional music, meant to enhance the New World experience."
 LANDING_dlc014_TEXT:0 "Основні особливості:\n- 1 special track that plays during the month of December to add some festive cheer"
 LANDING_dlc014_FLAVOR_TEXT:0 "This music pack provides one special track composed by Andreas Waldetoft, based on 'Deck the Halls' and 'Joy to the World'."
 LANDING_dlc015_TEXT:0 "Основні особливості:\n- 10 нових моделей військ для Native American nations, including Fox, Navajo and Ojibwe"
 LANDING_dlc015_FLAVOR_TEXT:0 "This unit pack adds new unit graphics for 10 Native American nations."
 LANDING_dlc016_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для which only appear in the New World for England and France"
 LANDING_dlc016_FLAVOR_TEXT:0 "This unit pack includes new unit graphics for English and French units stationed in the New World."
 LANDING_dlc017_TEXT:0 "Основні особливості:\n- 21 нових портретів радників added for Muslim countries"
 LANDING_dlc017_FLAVOR_TEXT:0 "Enjoy an enhanced experience as a Muslim country with the Muslim Advisor Portraits pack. This pack adds 21 нових портретів радників to the game, adding to a distinctive look and feel for those playing as Muslim countries."
 LANDING_dlc019_TEXT:0 "Основні особливості:\n- 12 нових моделей кораблів for Muslim countries"
 LANDING_dlc019_FLAVOR_TEXT:0 "These ships will enhance the visual appeal of Europa Universalis IV."
 LANDING_dlc020_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Aragon, Genoa, Lübeck, and Novgorod"
 LANDING_dlc020_FLAVOR_TEXT:0 "Enhance your Europa Universalis IV experience with the Trade Nations Unit Pack. This content pack adds unique unit graphics for Aragon, Genoa, Lübeck, and Novgorod."
 LANDING_dlc024_TEXT:0 "Основні особливості:\n- 12 нових моделей військ для Bengal, Vijayanagar, and for Hindu and Muslim nations in India"
 LANDING_dlc024_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with unique unit models for nations in India, including Bengal and Vijayanagar."
 LANDING_dlc025_TEXT:0 "Основні особливості:\n- 12 нових моделей кораблів for Indian nations"
 LANDING_dlc025_FLAVOR_TEXT:0 "These ships will enhance the visual appeal of Europa Universalis IV."
 LANDING_dlc026_TEXT:0 "Основні особливості:\n- 5 нових треки"
 LANDING_dlc026_FLAVOR_TEXT:0 "We have recorded new sessions with an orchestra, and this Music Pack now adds that music to enhance the Europa Universalis IV soundtrack.\n\nThe нових треки, totaling about 26 minutes of music masterfully composed by Andreas Waldetoft, are partly remixes from EU2, and partly new and original works."
 LANDING_dlc028_TEXT:0 "Основні особливості:\n- 12 new tier 2 unit models for European states, including the Netherlands, France, England, and Hesse"
 LANDING_dlc028_FLAVOR_TEXT:0 "This unit pack adds distinctive visual flavor to the European Reformation and Thirty Years War by adding unique unit models for Western and Central European states that were historically at the center of these conflicts."
 LANDING_dlc029_TEXT:0 "Основні особливості:\n- 12 new tier 2 unit models for European states, including Spain, the Papal State, Austria, and Ulm"
 LANDING_dlc029_FLAVOR_TEXT:0 "This unit pack adds distinctive visual flavor to the European Reformation and Thirty Years War by adding unique unit models for Western and Central European states that were historically at the center of these conflicts."
 LANDING_dlc030_TEXT:0 "Основні особливості:\n- 5 tracks that play during wartime"
 LANDING_dlc030_FLAVOR_TEXT:0 "We have recorded new sessions with an orchestra, and this Music Pack now adds that music to enhance the Europa Universalis IV soundtrack.\n\nThe нових треки, totaling about 29 minutes of music masterfully composed by Andreas Waldetoft, are partially remixes of EU2 tracks, and partially new and original."
 LANDING_dlc031_TEXT:1 "Основні особливості:\n- 5 нових треки, including one metal remix of the intro theme and 4 tracks that will play during wartime"
 LANDING_dlc031_FLAVOR_TEXT:0 "This music pack features tracks composed by Tobias Gustafsson, enhancing the game with metal remixes of some of the game's most prominent tracks."
 LANDING_dlc034_TEXT:0 "Основні особливості:\n- 12 нових моделей військ для South American and Andean natives, including Inca, Mapuche, and Tupinamba"
 LANDING_dlc034_FLAVOR_TEXT:0 "This unit pack enhances the visual diversity of several South American native nations' units, including the Inca, Mapuche and Tupinamba."
 LANDING_dlc035_TEXT:0 "Основні особливості:\n- 12 нових моделей військ для Mesoamerican natives, including Aztec, Maya, and Mixtec"
 LANDING_dlc035_FLAVOR_TEXT:0 "This unit pack adds unique unit models for several Mesoamerican native nations, including the Aztec, Maya and Mixtec."
 LANDING_dlc036_TEXT:0 "Основні особливості:\n- 5 нових треки that play during peacetime while colonizing"
 LANDING_dlc036_FLAVOR_TEXT:0 "This music pack adds five new songs, inspired by the Age of Exploration. These new songs will play during peacetime as colonies are established in the newly discovered lands."
 LANDING_dlc037_TEXT:0 "Основні особливості:\n- 5 new metal remixes"
 LANDING_dlc037_FLAVOR_TEXT:2 "Europa Universalis IV: Guns, Drums and Steel Volume 2 is the second installment of metal inspired remixes featuring music from the Europa Universalis franchise. This volume includes five remixed songs that up the tempo and crank up the bass.\n\nThe new metal tracks are based on music from Europa Universalis IV."
 LANDING_dlc038_TEXT:1 "Основні особливості:\n- Фокус на жінках, які відіграли важливу роль в історії, through the addition of:\n- 100 new historical and dynamic events\n- 4 тематичні зображення для подій\n- 22 generic female advisor portraits"
 LANDING_dlc038_FLAVOR_TEXT:0 "Women in History enhances the historical feel of Europa Universalis IV by providing a variety of historical events and advisors to the game, encompassing all corners of the map and in all historical periods."
 LANDING_dlc040_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для theocratic nations, including the Teutonic Order, the Papal State, and the Knights"
 LANDING_dlc040_FLAVOR_TEXT:0 "Enhance the Europa Universalis IV experience with these unique unit models for theocratic nations."
 LANDING_dlc041_TEXT:1 "Основні особливості:\n- 16 нових моделей військ для certain Buddhist nations, including Kandy, Dai Viet, and Tibet"
 LANDING_dlc041_FLAVOR_TEXT:1 "This unit pack enhances the Europa Universalis IV experience with нових моделей військ для Buddhist nations such as Kandy, Dai Viet, and Tibet."
 LANDING_dlc042_TEXT:0 "Основні особливості:\n- 17 нових моделей військ для European and Eurasian nations, including England, the Netherlands, the Ottomans, and Russia"
 LANDING_dlc042_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with нових моделей військ для some of the historical great nations of the period."
 LANDING_dlc043_TEXT:0 "Основні особливості:\n- 15 нових моделей військ для Central European cities, including Frankfurt, Hamburg, and Ulm"
 LANDING_dlc043_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with нових моделей військ для some of the most prominent Free Cities of the Holy Roman Empire."
 LANDING_dlc044_TEXT:0 "Основні особливості:\n- 5 нових треки composed by Kairi 'Blodeuyn' Sawler, inspired by Asian melodies"
 LANDING_dlc044_FLAVOR_TEXT:2 "Taking inspiration from the rich tapestry of Europa Universalis, this music pack breaks new ground by being the first ever community-produced music pack for the award-winning franchise.\n\nComposed by avid Europa Universalis fan Kairi Sawler, this collection of songs is inspired by traditional East Asian melodies."
 LANDING_dlc047_TEXT:0 "Основні особливості:\n- 32 нових моделей військ для Circassia, Crimea, Theodoro, and Zaporozhie"
 LANDING_dlc047_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with нових моделей військ для four countries bordering the Black Sea."
 LANDING_dlc048_TEXT:0 "Основні особливості:\n- 32 нових моделей військ для Golden Horde, Nogai, Timurids, and Uzbek"
 LANDING_dlc048_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with нових моделей військ для four prominent realms on the Eurasian Steppe."
 LANDING_dlc049_TEXT:0 "Основні особливості:\n- 12 new cavalry models for England, France, and Spain"
 LANDING_dlc049_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with new cavalry models for some of the most prominent countries in Western Europe."
 LANDING_dlc050_TEXT:0 "Основні особливості:\n- 18 new fort models for Western, Muslim, Asian, Indian, African, and South and North American cultures"
 LANDING_dlc050_FLAVOR_TEXT:0 "Enhance the Europa Universalis IV experience with new models for all civilizations' fortifications."
 LANDING_dlc052_TEXT:0 "Основні особливості:\n- 5 нових треки composed by Sabaton"
 LANDING_dlc052_FLAVOR_TEXT:0 "When power projection meets power metal, every game of Europa Universalis IV feels like an epic in motion! The latest Music Pack adds five tracks from the Swedish power metal band Sabaton, with songs about the art of war and the never-ending battles of mankind. Hardcore historical music alongside the deepest historical simulator in the world-- it's a match made in Sweden!"
 LANDING_dlc053_TEXT:0 "Основні особливості:\n- 9 нових моделей військ для Austria, Poland, and Spain"
 LANDING_dlc053_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with 9 more unique unit models for three countries: Austria, Spain, and Poland."
 LANDING_dlc054_TEXT:0 "Основні особливості:\n- 8 нових моделей військ для France, Prussia, and Sweden"
 LANDING_dlc054_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with 8 more unique unit models for three countries: France, Prussia, and Sweden."
 LANDING_dlc056_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Florence, Milan, Naples, and Venice"
 LANDING_dlc056_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with 16 more unique unit models for four countries: Florence, Milan, Naples, and Venice."
 LANDING_dlc057_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Ethiopia and for Nubian, Somali, and Swahili nations"
 LANDING_dlc057_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with нових моделей військ для countries in East Africa."
 LANDING_dlc058_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Algiers, Morocco, the Mamluks, and Tunis"
 LANDING_dlc058_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with 16 нових моделей військ для Algiers, Morocco, the Mamluks, and Tunis."
 LANDING_dlc059_TEXT:0 "Основні особливості:\n- 5 tracks composed by Kairi 'Blodeuyn' Sawler, inspired by the regions of the Far East"
 LANDING_dlc059_FLAVOR_TEXT:1 "Add new variety and inspiration to Europa Universalis IV with the second soundtrack composed by the avid Europa Universalis fan Kairi Sawler! Invoke the sounds of history with music inspired by the regions of the Far East, from the grasslands of the Khanate to the shores of the South Seas."
 LANDING_dlc061_TEXT:0 "Основні особливості:\n- 24 new tier 1 and tier 3 unit models for German principalities, including Bavaria, Hanover, and Saxony"
 LANDING_dlc061_FLAVOR_TEXT:1 "This unit pack enhances the Europa Universalis IV experience with 24 new tier 1 and tier 3 unit models for some of the great principalities of Central Europe."
 LANDING_dlc062_TEXT:0 "Основні особливості:\n- 32 нових моделей військ для West African nations including Air, Kanem Bornu, and Mali"
 LANDING_dlc062_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with 32 нових моделей військ для 8 West African countries."
 LANDING_dlc063_TEXT:0 "Основні особливості:\n- 4 tracks unique for Rights of Man"
 LANDING_dlc063_FLAVOR_TEXT:0 "The Songs of Regency music pack introduces four new songs unique to the Rights of Man experience. Composed by and produced by talented Yannick Süss and Robin Birner (Audinity)."
 LANDING_dlc064_TEXT:0 "Основні особливості:\n- 15 tracks when playing as a Scandinavian nation"
 LANDING_dlc064_FLAVOR_TEXT:2 "Play as a Scandinavian superpower and let the music of your people become the anthem of the world with this collection of traditional Swedish songs from the 18th Century.\n\n15 songs from Fredman's Epistles, composed by Swedish poet and songwriter Carl Michael Bellman, have been arranged by composer Tobias Gustavsson and performed by Mikael Samuelson, Swedish singer and actor."
 LANDING_dlc065_TEXT:0 "Основні особливості:\n- 15 tracks when playing as a Scandinavian nation"
 LANDING_dlc065_FLAVOR_TEXT:2 "Play as a Scandinavian superpower and let the music of your people become the anthem of the world with this collection of traditional Swedish songs from the 18th Century.\n\n15 songs from Fredman's Epistles, composed by Swedish poet and songwriter Carl Michael Bellman, have been arranged by composer Tobias Gustavsson and performed by Mikael Samuelson, Swedish singer and actor."
 LANDING_dlc067_TEXT:0 "Основні особливості:\n- 12 new tier 1 unit models for Japanese daimyos, including Date, Imagawa, and Uesugi"
 LANDING_dlc067_FLAVOR_TEXT:0 "The armies of the east get a shiny new look in the new Content Pack for Europa Universalis IV: Mandate of Heaven. Paradox’s artists have dipped into their history books for a fresh take on the uniforms and weaponry of China, Japan and their neighbors during the early modern era.\n\nThis unit pack adds 12 new tier 1 unit models for some of the great daimyo realms of Japan."
 LANDING_dlc068_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Japan, Korea, Ming and Qing"
 LANDING_dlc068_FLAVOR_TEXT:0 "The armies of the east get a shiny new look in the new Content Pack for Europa Universalis IV: Mandate of Heaven. Paradox’s artists have dipped into their history books for a fresh take on the uniforms and weaponry of China, Japan and their neighbors during the early modern era.\n\nThis unit pack adds 16 нових моделей військ для Japan, Korea, Ming, and Qing."
 LANDING_dlc069_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для the tribal armies of Chagatai, Manchu, Mongolia and Oirat"
 LANDING_dlc069_FLAVOR_TEXT:0 "The armies of the east get a shiny new look in the new Content Pack for Europa Universalis IV: Mandate of Heaven. Paradox’s artists have dipped into their history books for a fresh take on the uniforms and weaponry of China, Japan and their neighbors during the early modern era.\n\nThis unit pack adds 16 нових моделей військ для the great steppe nations of Chagatai, Manchu, Mongolia, and Oirat."
 LANDING_dlc070_TEXT:0 "Основні особливості:\n- 8 new artillery models for Western, Eastern, Muslim, Indian, African, Asian, and South and North American cultures"
 LANDING_dlc070_FLAVOR_TEXT:1 "This pack adds new artillery models for all tech groups."
 LANDING_dlc071_TEXT:0 "Основні особливості:\n- 22 нових моделей кораблів for Asian nations, including 4 unique to Japan and Korea"
 LANDING_dlc071_FLAVOR_TEXT:0 "Enhance your Europa Universalis IV experience with this unit pack, which adds distinctive ship models for East Asian nations, and unique models specifically for Japan and Korea."
 LANDING_dlc073_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Odoyev, Ryazan, Tver, and Yaroslavl"
 LANDING_dlc073_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with unique unit models for Ryazan, Yaroslavl, Odoyev and Tver."
 LANDING_dlc074_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Kazan, Lithuania, Perm, and Pskov"
 LANDING_dlc074_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with unique unit models for Perm, Kazan, Pskov and Lithuania."
 LANDING_dlc075_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Nizhny Novgorod, Polotsk, Ruthenia, and Smolensk"
 LANDING_dlc075_FLAVOR_TEXT:0 "This unit pack enhances the Europa Universalis IV experience with unique unit models for the potential nations Polotsk, Smolensk, Ruthenia and Nizhny Novgorod."
 LANDING_dlc076_TEXT:0 "Основні особливості:\n- 3 tracks of Russian-themed music"
 LANDING_dlc076_FLAVOR_TEXT:0 "Immerse yourselves in ten minutes of Russian themed music written and composed by Yannick Suess & Robin Birner exclusively for Europa Universalis IV: Third Rome."
 LANDING_dlc078_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Hedjaz, Najd, Oman, and Yemen"
 LANDING_dlc078_FLAVOR_TEXT:0 "Enhance the Europa Universalis IV experience with these 16 нових моделей військ для the powers of the Arabian Peninsula: Hedjaz, Najd, Oman, and Yemen."
 LANDING_dlc079_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Afghanistan, Persia, Tabaresta, and Kurdish nations"
 LANDING_dlc079_FLAVOR_TEXT:1 "Enhance the Europa Universalis IV experience with these 16 new military models for some of the major cultures of West and Central Asia: Persians, Afghans, Kurds, and Tabaristanis."
 LANDING_dlc080_TEXT:0 "Основні особливості:\n- 16 нових моделей військ для Aq Qoyunlu, Haasa, Qara Qoyunlu, and Shammar"
 LANDING_dlc080_FLAVOR_TEXT:1 "Enhance the Europa Universalis IV experience with these 16 new military unit models for the powers of the Tigris and Euphrates: Aq Qoyunlu, Qara Qoyunlu, Haasa, and Shammar."
 LANDING_dlc081_TEXT:0 "Основні особливості:\n- 5 tracks for Muslim nations"
 LANDING_dlc081_FLAVOR_TEXT:0 "Enjoy these 5 нових треки for Muslim nations, composed by Kairi 'Blodeuyn' Sawler."
 LANDING_dlc082_TEXT:0 "Основні особливості:\n- 42 нових портретів радників for Persian cultures"
 LANDING_dlc082_FLAVOR_TEXT:1 "This advisor portrait pack adds 42 нових портретів радників - 21 for males and females each - for Persian cultures."
 LANDING_dlc083_TEXT:0 "Основні особливості:\n- 21 female advisor portraits for Muslim cultures"
 LANDING_dlc083_FLAVOR_TEXT:0 "This advisor portrait pack adds 21 нових портретів радників for Muslim women."
